E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_035.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_035.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_035.jpg,0,0,0,2.431984E-06
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_115.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_115.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_115.jpg,0,0,0,2.033663E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_194.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_194.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_194.jpg,0,0,0,9.116822E-06
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_274.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_274.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_274.jpg,0,0,0,1.264175E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_355.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_355.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_355.jpg,0,0,0,1.546844E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_432.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_432.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_432.jpg,0,0,0,9.250956E-06
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_511.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_511.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_511.jpg,0,0,0,1.553154E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_589.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_589.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_589.jpg,0,0,0,7.356899E-06
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_670.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_670.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_670.jpg,0,0,0,3.040444E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_749.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_749.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_749.jpg,0,0,0,1.028452E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_828.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_828.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_828.jpg,0,0,0,2.687704E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_904.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_904.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_904.jpg,0,0,0,6.822677E-06
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_10_986.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_10_986.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_10_986.jpg,0,0,0,8.517925E-06
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_066.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_066.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_066.jpg,0,0,0,1.008052E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_143.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_143.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_143.jpg,0,0,0,1.144379E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_229.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_229.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_229.jpg,0,0,0,1.240821E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_303.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_303.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_303.jpg,0,0,0,1.327301E-05
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_381.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_381.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_381.jpg,0,0,0,2.554898E-07
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_461.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_461.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_461.jpg,0,0,0,4.561349E-06
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_538.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_538.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_538.jpg,0,0,0,1.787809E-06
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_618.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_618.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_618.jpg,0,0,0,4.562526E-07
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_707.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_707.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_707.jpg,0,0.2549616,0,0.2158688
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_794.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_794.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_794.jpg,0,0.4839873,0,0.686883
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_869.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_869.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_869.jpg,0,0.7132008,0,1.338057
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_11_950.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_11_950.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_11_950.jpg,0,0.9527256,0,2.232915
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_016.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_016.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_016.jpg,0,1,0,3.170545
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_095.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_095.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_095.jpg,0,1,0,4.108694
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_173.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_173.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_173.jpg,-0.15,1,0,4.805475
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_252.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_252.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_252.jpg,-0.35,1,0,5.715155
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_336.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_336.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_336.jpg,0,1,0,6.853537
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_415.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_415.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_415.jpg,0,0.7586158,0,7.548015
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_494.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_494.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_494.jpg,0,0.5241421,0,7.899147
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_573.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_573.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_573.jpg,0,0.2890021,0,8.131631
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_653.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_653.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_653.jpg,0,0.04570925,0,8.127272
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_733.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_733.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_733.jpg,0,0,0,8.065234
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_816.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_816.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_816.jpg,0,0,0,7.984298
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_890.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_890.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_890.jpg,0,0,0,7.936126
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_12_971.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_12_971.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_12_971.jpg,-0.2,0,0,7.862692
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_051.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_051.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_051.jpg,-0.4,0,0,7.767764
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_138.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_138.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_138.jpg,-0.6500001,0,0,7.624118
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_210.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_210.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_210.jpg,-0.8000001,0,0,7.525188
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_293.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_293.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_293.jpg,-1,0,0,7.376192
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_371.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_371.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_371.jpg,0,0,0,7.178926
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_452.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_452.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_452.jpg,0,0,0,7.108839
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_533.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_533.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_533.jpg,-0.2,0,0,7.046036
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_613.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_613.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_613.jpg,-0.4,0,0,6.962605
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_693.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_693.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_693.jpg,0,0,0,6.891791
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_773.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_773.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_773.jpg,0,0,0,6.835648
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_855.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_855.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_855.jpg,0,0,0,6.780668
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_13_935.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_13_935.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_13_935.jpg,0,0,0,6.726176
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_013.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_013.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_013.jpg,0,0,0,6.672125
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_096.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_096.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_096.jpg,-0.25,0,0,6.591596
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_175.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_175.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_175.jpg,-0.4,0,0,6.530308
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_255.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_255.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_255.jpg,-0.6500001,0,0,6.410491
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_334.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_334.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_334.jpg,-0.8000001,0,0,6.327847
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_414.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_414.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_414.jpg,0,0,0,6.198807
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_497.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_497.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_497.jpg,-0.25,0,0,6.129916
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_579.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_579.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_579.jpg,-0.45,0,0,6.054945
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_661.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_661.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_661.jpg,-0.6500001,0.2431035,0,6.186615
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_743.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_743.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_743.jpg,0,0.4875156,0,6.549086
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_819.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_819.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_819.jpg,0,0.7192419,0,7.178056
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_901.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_901.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_901.jpg,0,0.4733348,0,7.59449
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_14_982.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_14_982.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_14_982.jpg,0,0.2299953,0,7.772217
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_061.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_061.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_061.jpg,0,0,0,7.725044
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_142.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_142.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_142.jpg,-0.2,0,0,7.653536
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_223.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_223.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_223.jpg,-0.4,0,0,7.561169
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_299.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_299.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_299.jpg,-0.6000001,0,0,7.451508
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_379.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_379.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_379.jpg,0,0,0,7.349068
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_462.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_462.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_462.jpg,0,0,0,7.287683
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_543.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_543.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_543.jpg,-0.2,0,0,7.221841
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_621.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_621.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_621.jpg,-0.4,0,0,7.1357
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_704.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_704.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_704.jpg,-0.6000001,0,0,7.032794
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_780.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_780.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_780.jpg,0,0,0,6.934603
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_862.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_862.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_862.jpg,0,0,0,6.876864
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_15_942.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_15_942.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_15_942.jpg,0,0,0,6.821481
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_027.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_027.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_027.jpg,0,0,0,6.766659
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_104.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_104.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_104.jpg,-0.2,0,0,6.7038
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_186.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_186.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_186.jpg,-0.4,0,0,6.62299
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_262.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_262.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_262.jpg,-0.6000001,0,0,6.52754
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_347.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_347.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_347.jpg,-0.8000001,0,0,6.417673
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_427.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_427.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_427.jpg,-1,0,0,6.290453
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_504.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_504.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_504.jpg,-1,0,0,6.196955
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_589.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_589.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_589.jpg,-1,0,0,6.124636
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_666.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_666.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_666.jpg,-1,0,0,6.056384
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_748.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_748.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_748.jpg,-1,0,0,5.989068
E:\Self_Driving_Car_Project\Data\IMG\center_2021_11_15_18_35_16_831.jpg,E:\Self_Driving_Car_Project\Data\IMG\left_2021_11_15_18_35_16_831.jpg,E:\Self_Driving_Car_Project\Data\IMG\right_2021_11_15_18_35_16_831.jpg,0,0.2467908,0,6.012032
